STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,quantile,Quantile,coicop,Classification of individual consumption by purpose (COICOP),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,HR,Croatia,2015,,46,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,HR,Croatia,2020,,45,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,HU,Hungary,2005,,69,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,HU,Hungary,2010,,52,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,HU,Hungary,2015,,64,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,HU,Hungary,2020,,47,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,IE,Ireland,1994,,22.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,IE,Ireland,1999,,25.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,IE,Ireland,2005,,35,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,IE,Ireland,2010,,35,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,IE,Ireland,2015,,38,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,IE,Ireland,2020,,32,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,IT,Italy,1988,,16.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,IT,Italy,1994,,18.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,IT,Italy,1999,,23.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,IT,Italy,2005,,22,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LT,Lithuania,2005,,48,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LT,Lithuania,2010,,41,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LT,Lithuania,2015,,35,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LT,Lithuania,2020,,36,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LU,Luxembourg,1988,,6.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LU,Luxembourg,1994,,12.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LU,Luxembourg,1999,,19.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LU,Luxembourg,2005,,21,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LU,Luxembourg,2015,,24,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LU,Luxembourg,2020,,22,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LV,Latvia,2005,,61,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LV,Latvia,2010,,48,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LV,Latvia,2015,,44,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,LV,Latvia,2020,,48,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,ME,Montenegro,2010,,55,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,ME,Montenegro,2015,,47,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,ME,Montenegro,2020,,52,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,MK,North Macedonia,2005,,47,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,MK,North Macedonia,2010,,50,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,MK,North Macedonia,2015,,41,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,MT,Malta,2005,,28,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,MT,Malta,2010,,39,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,MT,Malta,2015,,42,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,MT,Malta,2020,,42,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,NL,Netherlands,1988,,15.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,NL,Netherlands,1994,,15.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,NL,Netherlands,1999,,20.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,NL,Netherlands,2005,,30,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,NL,Netherlands,2010,,30,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,NL,Netherlands,2015,,32,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,NL,Netherlands,2020,,31,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,NO,Norway,2005,,23,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,NO,Norway,2010,,18,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,NO,Norway,2015,,19,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,NO,Norway,2020,,32,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,PL,Poland,2005,,51,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,PL,Poland,2010,,42,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,PL,Poland,2015,,48,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,PL,Poland,2020,,48,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,PT,Portugal,1988,,11.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,PT,Portugal,1994,,19.2,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,PT,Portugal,1999,,33.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,PT,Portugal,2005,,30,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,PT,Portugal,2010,,35,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,PT,Portugal,2015,,33,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,PT,Portugal,2020,,33,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,RO,Romania,2005,,52,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,RO,Romania,2010,,41,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,RO,Romania,2015,,42,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,RO,Romania,2020,,40,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,RS,Serbia,2015,,47,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,RS,Serbia,2020,,52,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SE,Sweden,1994,,15.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SE,Sweden,1999,,24.5,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SE,Sweden,2005,,26,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SE,Sweden,2010,,28,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SE,Sweden,2015,,34,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SI,Slovenia,2005,,39,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SI,Slovenia,2010,,42,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SI,Slovenia,2015,,49,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SI,Slovenia,2020,,45,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SK,Slovakia,2005,,43,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SK,Slovakia,2010,,56,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SK,Slovakia,2015,,50,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,SK,Slovakia,2020,,50,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,TR,Türkiye,2005,,46,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,TR,Türkiye,2010,,44,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,TR,Türkiye,2015,,41,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,TR,Türkiye,2020,,39,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,1988,,11.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,1994,,18.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,1999,,21.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,2005,,26,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,2010,,34,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,UK,United Kingdom,2015,,36,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP08,Communications,PM,Per mille,XK,Kosovo*,2015,,27,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,1994,,79.5,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,1999,,122.7,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,2005,,128,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,2010,,129,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,2015,,114,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,AT,Austria,2020,,139,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,1988,,89.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,1994,,111.8,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,1999,,112.1,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,2005,,103,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,2010,,95,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,2015,,84,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,BE,Belgium,2020,,64,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,BG,Bulgaria,2005,,29,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,BG,Bulgaria,2010,,27,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,BG,Bulgaria,2015,,42,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,BG,Bulgaria,2020,,39,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,CY,Cyprus,2005,,65,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,CY,Cyprus,2010,,58,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,CY,Cyprus,2015,,46,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,CY,Cyprus,2020,,46,,e,estimated,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,CZ,Czechia,2005,,113,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,CZ,Czechia,2010,,105,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,CZ,Czechia,2015,,98,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,1988,,87.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,1994,,111.3,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,1999,,120.6,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,2005,,117,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,2010,,107,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,2015,,102,,,,,
dataflow,ESTAT:HBS_STR_T223(1.0),Structure of consumption expenditure by income quintile and COICOP consumption purpose,A,Annual,QUINTILE4,Fourth quintile,CP09,Recreation and culture,PM,Per mille,DE,Germany,2020,,110,,,,,
