,"Québec Cap-and-Trade System",,,,,,,," ","China National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","European Union Emissions Trading System (from 2019, download)",,,,," ","United Kingdom Emissions Trading Scheme (download)",,,,,,," ","Korean Emissions Trading System",,,,," ","Washington Cap-and-Invest Program (download)",,,,,,,,," ","California Cap-and-Trade Program (download)",,,,,,,,,," "
2019-01-22,,,,,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,24.42,," ",,,,,,,," ",0.000780688,0.000891266,KRW,,25000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-01-24,,,,,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,24.6,," ",,,,,,,," ",0.000780688,0.000891266,KRW,,25000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-01-28,,,,,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,23.01,22.7," ",,,,,,,," ",0.000780688,0.000891266,KRW,,25500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-01-29,,,,,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,22.43,," ",,,,,,,," ",0.000780688,0.000891266,KRW,,25500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-01-30,,,,,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,22.91,," ",,,,,,,," ",0.000780688,0.000891266,KRW,,25500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-01-31,,,,,,,,," ",,,,," ",,,,," ",1,1.141640909,EUR,22.3,," ",,,,,,,," ",0.000780688,0.000891266,KRW,,25500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-01,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,21.38,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,25500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-04,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,21.38,23.16," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-05,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,22.93,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-07,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,23.8,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,25500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-08,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,23.28,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,25500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-11,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,21.8,20.85," ",,,,,,,," ",0.000784862,0.000890908,KRW,,25500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-12,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,21.71,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,25550," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-13,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.01,," ",,,,,,,," ",0.000784862,0.000890908,KRW,27050,25550," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-14,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.86,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,27050," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-15,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,19.99,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,27050," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-18,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.14,19.69," ",,,,,,,," ",0.000784862,0.000890908,KRW,,27000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-19,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.26,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,27000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-21,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,19.85,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,26000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-22,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,18.35,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,26000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-25,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,18.62,20.83," ",,,,,,,," ",0.000784862,0.000890908,KRW,,26000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-26,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,19.6,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,26050," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-27,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.31,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,26150," ",,,,,,,,,," ",,,,,,,,,,," "
2019-02-28,,,,,,,,," ",,,,," ",,,,," ",1,1.135115,EUR,20.9,," ",,,,,,,," ",0.000784862,0.000890908,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-01,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.31,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-04,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.12,22.9," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-05,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.86,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-07,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.03,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-08,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.88,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-11,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.6,22.42," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-12,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.48,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-13,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.98,," ",,,,,,,," ",0.000782477,0.000884392,KRW,26450,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-14,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.23,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-15,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,22.77,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-18,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.5,21.24," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-19,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.35,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-21,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.1,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-22,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,20.64,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-25,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,20.6,21.63," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-26,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.17,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-27,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.45,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-28,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.55,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26650," ",,,,,,,,,," ",,,,,,,,,,," "
2019-03-29,,,,,,,,," ",,,,," ",,,,," ",1,1.130247619,EUR,21.83,," ",,,,,,,," ",0.000782477,0.000884392,KRW,,26650," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-01,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,21.06,23.22," ",,,,,,,," ",0.000779892,0.000876463,KRW,,26650," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-02,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,21.4,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,26650," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-04,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,23.65,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,26700," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-05,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,24.17,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,27000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-08,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,24.07,25.97," ",,,,,,,," ",0.000779892,0.000876463,KRW,,27600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-09,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,25.2,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,27600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-10,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,26.21,," ",,,,,,,," ",0.000779892,0.000876463,KRW,26400,27600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-11,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,25.88,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,27600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-12,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,26.72,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,27600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-15,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,27,27.04," ",,,,,,,," ",0.000779892,0.000876463,KRW,,27600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-16,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,26.8,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,27600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-18,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,26.92,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,27650," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-22,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,,26.99," ",,,,,,,," ",0.000779892,0.000876463,KRW,,27900," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-23,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,27.17,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,27900," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-24,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,27.02,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,28000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-25,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,27.46,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,28900," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-26,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,26.79,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,29000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-29,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,25.81,25.67," ",,,,,,,," ",0.000779892,0.000876463,KRW,,28100," ",,,,,,,,,," ",,,,,,,,,,," "
2019-04-30,,,,,,,,," ",,,,," ",,,,," ",1,1.123825,EUR,25.85,," ",,,,,,,," ",0.000779892,0.000876463,KRW,,28300," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-02,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.04,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,29000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-03,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,24.32,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,29000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-06,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,,26.15," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-07,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.65,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,29000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-08,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,26.5,," ",,,,,,,," ",0.000755594,0.000845101,KRW,27850,29200," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-09,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,26.81,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,29300," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-10,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,26.35,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,29000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-13,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.25,25.49," ",,,,,,,," ",0.000755594,0.000845101,KRW,,28500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-16,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.81,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,27950," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-17,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.01,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,27000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-20,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,24.91,25.7," ",,,,,,,," ",0.000755594,0.000845101,KRW,,25500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-21,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.01,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,25700," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-22,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.65,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,26550," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-23,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,26.05,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,27000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-24,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.61,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,27000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-27,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,,25.27," ",,,,,,,," ",0.000755594,0.000845101,KRW,,27000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-05-28,,,,,,,,," ",,,,," ",,,,," ",1,1.118459091,EUR,25.3,," ",,,,,,,," ",0.000755594,0.000845101,KRW,,27300," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-03,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,23.96,24.21," ",,,,,,,," ",0.000753197,0.000850615,KRW,,27800," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-04,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,23.86,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,27800," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-05,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.42,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,27000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-06,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.07,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-07,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.24,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,27000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-10,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,,25," ",,,,,,,," ",0.000753197,0.000850615,KRW,,26900," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-11,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,25.12,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,27000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-13,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.92,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,27300," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-14,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.67,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,27400," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-17,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.78,25.1," ",,,,,,,," ",0.000753197,0.000850615,KRW,,27500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-18,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.98,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,27650," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-19,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.98,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,27750," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-20,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.86,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,27800," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-21,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,24.87,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,28000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-24,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,25.64,26.67," ",,,,,,,," ",0.000753197,0.000850615,KRW,,28000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-27,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,27.1,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,28100," ",,,,,,,,,," ",,,,,,,,,,," "
2019-06-28,,,,,,,,," ",,,,," ",,,,," ",1,1.12934,EUR,26.4,," ",,,,,,,," ",0.000753197,0.000850615,KRW,,28050," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-01,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,26.72,26.51," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28050," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-02,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,27.22,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28100," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-03,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,26.33,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28100," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-04,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,26.22,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28150," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-05,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,25.84,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28150," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-08,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,26.6,27.73," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28200," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-09,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,26.68,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28200," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-11,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.5,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28200," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-12,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.25,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28200," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-15,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,29.15,28.53," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28300," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-16,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,29.1,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28250," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-17,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.37,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28250," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-18,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,27.99,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28350," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-19,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.15,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28400," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-22,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.96,29.06," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28400," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-23,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,29.05,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-25,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,29.46,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28450," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-26,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.51,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-29,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.8,28.6," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-30,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.18,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-07-31,,,,,,,,," ",,,,," ",,,,," ",1,1.12183913,EUR,28.04,," ",,,,,,,," ",0.000758433,0.000850839,KRW,,28600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-01,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,28.9,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,28600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-02,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,29.1,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,28600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-05,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,28.82,28.41," ",,,,,,,," ",0.000743418,0.000827144,KRW,,28600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-06,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,28.48,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,28600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-08,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,28.68,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,28700," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-09,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,28.37,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,28800," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-12,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,27.7,26.53," ",,,,,,,," ",0.000743418,0.000827144,KRW,,29500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-13,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,27.1,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,30000," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-14,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,27.15,," ",,,,,,,," ",0.000743418,0.000827144,KRW,29050,30500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-15,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,26.41,," ",,,,,,,," ",,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-16,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,26.12,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,29900," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-20,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,26.94,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,29100," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-22,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,25.78,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,29450," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-23,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,25.33,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,29500," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-26,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,,26.01," ",,,,,,,," ",0.000743418,0.000827144,KRW,,29600," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-27,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,25.25,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,29700," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-28,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,26,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,29700," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-29,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,25.93,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,29750," ",,,,,,,,,," ",,,,,,,,,,," "
2019-08-30,,,,,,,,," ",,,,," ",,,,," ",1,1.112622727,EUR,26.8,," ",,,,,,,," ",0.000743418,0.000827144,KRW,,29950," ",,,,,,,,,," ",,,,,,,,,,," "
